Location,Offense Type,TimeFrame,DataFormat,Data,Fips
Brooklyn,Misdemeanors,2014,Rate,37.35535,36047
Brooklyn,Misdemeanors,2015,Rate,34.45815,36047
Brooklyn,Misdemeanors,2016,Rate,33.58424,36047
Brooklyn,Misdemeanors,2017,Rate,,36047
Williamsburg/Greenpoint,Violent Felonies,2015,Rate,3.9,301
Williamsburg/Greenpoint,Violent Felonies,2013,Rate,5.64834,301
Williamsburg/Greenpoint,Violent Felonies,2012,Rate,5.95384,301
Williamsburg/Greenpoint,Violent Felonies,2011,Rate,6.03801,301
Williamsburg/Greenpoint,Violent Felonies,2010,Rate,4.64517,301
Williamsburg/Greenpoint,Violent Felonies,2009,Rate,5.50757,301
Williamsburg/Greenpoint,Violent Felonies,2008,Rate,5.92657,301
Williamsburg/Greenpoint,Violent Felonies,2007,Rate,6.04277,301
Williamsburg/Greenpoint,Violent Felonies,2006,Rate,6.19024,301
Williamsburg/Greenpoint,Violent Felonies,2005,Rate,7.04529,301
Williamsburg/Greenpoint,Violent Felonies,2004,Rate,6.69756,301
Williamsburg/Greenpoint,Violent Felonies,2003,Rate,5.84391,301
Williamsburg/Greenpoint,Violent Felonies,2002,Rate,6.5549,301
Williamsburg/Greenpoint,Violent Felonies,2001,Rate,7.1474,301
Williamsburg/Greenpoint,Violent Felonies,2000,Rate,7.50914,301
Williamsburg/Greenpoint,Violent Felonies,2014,Rate,4.5762,301
Fort Greene/Brooklyn Hts,Violent Felonies,2014,Rate,4.6451,302
Fort Greene/Brooklyn Hts,Violent Felonies,2013,Rate,5.488,302
Fort Greene/Brooklyn Hts,Violent Felonies,2012,Rate,6.28738,302
Fort Greene/Brooklyn Hts,Violent Felonies,2011,Rate,6.43344,302
Fort Greene/Brooklyn Hts,Violent Felonies,2010,Rate,6.89648,302
Fort Greene/Brooklyn Hts,Violent Felonies,2009,Rate,5.09493,302
Fort Greene/Brooklyn Hts,Violent Felonies,2008,Rate,6.76232,302
Fort Greene/Brooklyn Hts,Violent Felonies,2007,Rate,6.84351,302
Fort Greene/Brooklyn Hts,Violent Felonies,2006,Rate,7.11117,302
Fort Greene/Brooklyn Hts,Violent Felonies,2005,Rate,7.9136,302
Fort Greene/Brooklyn Hts,Violent Felonies,2004,Rate,8.14126,302
Fort Greene/Brooklyn Hts,Violent Felonies,2003,Rate,11.05253,302
Fort Greene/Brooklyn Hts,Violent Felonies,2002,Rate,10.64693,302
Fort Greene/Brooklyn Hts,Violent Felonies,2001,Rate,11.75218,302
Fort Greene/Brooklyn Hts,Violent Felonies,2000,Rate,12.62421,302
Fort Greene/Brooklyn Hts,Violent Felonies,2015,Rate,4.6,302
Bedford Stuyvesant,Violent Felonies,2015,Rate,9,303
Bedford Stuyvesant,Violent Felonies,2013,Rate,11.99601,303
Bedford Stuyvesant,Violent Felonies,2012,Rate,12.64821,303
Bedford Stuyvesant,Violent Felonies,2011,Rate,12.45058,303
Bedford Stuyvesant,Violent Felonies,2010,Rate,10.56966,303
Bedford Stuyvesant,Violent Felonies,2009,Rate,11.1309,303
Bedford Stuyvesant,Violent Felonies,2008,Rate,11.81733,303
Bedford Stuyvesant,Violent Felonies,2007,Rate,14.47108,303
Bedford Stuyvesant,Violent Felonies,2006,Rate,13.86208,303
Bedford Stuyvesant,Violent Felonies,2005,Rate,14.23734,303
Bedford Stuyvesant,Violent Felonies,2004,Rate,14.857,303
Bedford Stuyvesant,Violent Felonies,2003,Rate,13.83917,303
Bedford Stuyvesant,Violent Felonies,2002,Rate,14.35354,303
Bedford Stuyvesant,Violent Felonies,2001,Rate,15.51433,303
Bedford Stuyvesant,Violent Felonies,2000,Rate,15.90358,303
Bedford Stuyvesant,Violent Felonies,2014,Rate,10.5753,303
Bushwick,Violent Felonies,2014,Rate,4.9793,304
Bushwick,Violent Felonies,2013,Rate,5.57093,304
Bushwick,Violent Felonies,2012,Rate,6.29425,304
Bushwick,Violent Felonies,2011,Rate,6.11835,304
Bushwick,Violent Felonies,2010,Rate,7.85731,304
Bushwick,Violent Felonies,2009,Rate,5.84271,304
Bushwick,Violent Felonies,2008,Rate,6.74531,304
Bushwick,Violent Felonies,2007,Rate,6.63948,304
Bushwick,Violent Felonies,2006,Rate,7.78229,304
Bushwick,Violent Felonies,2005,Rate,8.13268,304
Bushwick,Violent Felonies,2004,Rate,8.4528,304
Bushwick,Violent Felonies,2003,Rate,8.92121,304
Bushwick,Violent Felonies,2002,Rate,9.71655,304
Bushwick,Violent Felonies,2001,Rate,11.13475,304
Bushwick,Violent Felonies,2000,Rate,11.60429,304
Bushwick,Violent Felonies,2015,Rate,5.3,304
East New York,Violent Felonies,2015,Rate,10.5,305
East New York,Violent Felonies,2013,Rate,12.24086,305
East New York,Violent Felonies,2012,Rate,11.74667,305
East New York,Violent Felonies,2011,Rate,11.8747,305
East New York,Violent Felonies,2010,Rate,8.76454,305
East New York,Violent Felonies,2009,Rate,9.52916,305
East New York,Violent Felonies,2008,Rate,9.90086,305
East New York,Violent Felonies,2007,Rate,10.03081,305
East New York,Violent Felonies,2006,Rate,9.92152,305
East New York,Violent Felonies,2005,Rate,10.93052,305
East New York,Violent Felonies,2004,Rate,12.49103,305
East New York,Violent Felonies,2003,Rate,11.04516,305
East New York,Violent Felonies,2002,Rate,12.14795,305
East New York,Violent Felonies,2001,Rate,13.42972,305
East New York,Violent Felonies,2000,Rate,13.69531,305
East New York,Violent Felonies,2014,Rate,11.7006,305
Park Slope,Violent Felonies,2014,Rate,2.95,306
Park Slope,Violent Felonies,2013,Rate,4.2123,306
Park Slope,Violent Felonies,2012,Rate,4.43207,306
Park Slope,Violent Felonies,2011,Rate,4.30104,306
Park Slope,Violent Felonies,2010,Rate,3.53357,306
Park Slope,Violent Felonies,2009,Rate,3.04493,306
Park Slope,Violent Felonies,2008,Rate,3.55498,306
Park Slope,Violent Felonies,2007,Rate,4.33071,306
Park Slope,Violent Felonies,2006,Rate,4.78043,306
Park Slope,Violent Felonies,2005,Rate,5.19085,306
Park Slope,Violent Felonies,2004,Rate,5.20866,306
Park Slope,Violent Felonies,2003,Rate,5.62208,306
Park Slope,Violent Felonies,2002,Rate,5.78546,306
Park Slope,Violent Felonies,2001,Rate,6.33325,306
Park Slope,Violent Felonies,2000,Rate,8.59169,306
Park Slope,Violent Felonies,2015,Rate,3.5,306
Sunset Park,Violent Felonies,2015,Rate,3.1,307
Sunset Park,Violent Felonies,2013,Rate,3.06118,307
Sunset Park,Violent Felonies,2012,Rate,3.0546,307
Sunset Park,Violent Felonies,2011,Rate,3.46624,307
Sunset Park,Violent Felonies,2010,Rate,3.69167,307
Sunset Park,Violent Felonies,2009,Rate,2.7979,307
Sunset Park,Violent Felonies,2008,Rate,3.50763,307
Sunset Park,Violent Felonies,2007,Rate,3.42736,307
Sunset Park,Violent Felonies,2006,Rate,3.29923,307
Sunset Park,Violent Felonies,2005,Rate,4.14197,307
Sunset Park,Violent Felonies,2004,Rate,4.08465,307
Sunset Park,Violent Felonies,2003,Rate,5.21393,307
Sunset Park,Violent Felonies,2002,Rate,5.28056,307
Sunset Park,Violent Felonies,2001,Rate,6.02184,307
Sunset Park,Violent Felonies,2000,Rate,7.19622,307
Sunset Park,Violent Felonies,2014,Rate,3.111,307
Crown Heights North,Violent Felonies,2014,Rate,5.7206,308
Crown Heights North,Violent Felonies,2013,Rate,6.84447,308
Crown Heights North,Violent Felonies,2012,Rate,6.10431,308
Crown Heights North,Violent Felonies,2011,Rate,5.88003,308
Crown Heights North,Violent Felonies,2010,Rate,6.63434,308
Crown Heights North,Violent Felonies,2009,Rate,3.85132,308
Crown Heights North,Violent Felonies,2008,Rate,4.82875,308
Crown Heights North,Violent Felonies,2007,Rate,5.82121,308
Crown Heights North,Violent Felonies,2006,Rate,5.53487,308
Crown Heights North,Violent Felonies,2005,Rate,6.14823,308
Crown Heights North,Violent Felonies,2004,Rate,6.77782,308
Crown Heights North,Violent Felonies,2003,Rate,10.08577,308
Crown Heights North,Violent Felonies,2002,Rate,11.14743,308
Crown Heights North,Violent Felonies,2001,Rate,11.02252,308
Crown Heights North,Violent Felonies,2000,Rate,13.24993,308
Crown Heights North,Violent Felonies,2015,Rate,5.3,308
Crown Heights South,Violent Felonies,2015,Rate,6,309
Crown Heights South,Violent Felonies,2013,Rate,6.37089,309
Crown Heights South,Violent Felonies,2012,Rate,6.05366,309
Crown Heights South,Violent Felonies,2011,Rate,6.26607,309
Crown Heights South,Violent Felonies,2010,Rate,5.98401,309
Crown Heights South,Violent Felonies,2009,Rate,5.86242,309
Crown Heights South,Violent Felonies,2008,Rate,6.81373,309
Crown Heights South,Violent Felonies,2007,Rate,6.58623,309
Crown Heights South,Violent Felonies,2006,Rate,7.2961,309
Crown Heights South,Violent Felonies,2005,Rate,7.96296,309
Crown Heights South,Violent Felonies,2004,Rate,7.4537,309
Crown Heights South,Violent Felonies,2003,Rate,9.19107,309
Crown Heights South,Violent Felonies,2002,Rate,9.71023,309
Crown Heights South,Violent Felonies,2001,Rate,10.95045,309
Crown Heights South,Violent Felonies,2000,Rate,12.54639,309
Crown Heights South,Violent Felonies,2014,Rate,6.4662,309
Bay Ridge,Violent Felonies,2014,Rate,1.797,310
Bay Ridge,Violent Felonies,2013,Rate,1.60024,310
Bay Ridge,Violent Felonies,2012,Rate,1.87479,310
Bay Ridge,Violent Felonies,2011,Rate,1.92581,310
Bay Ridge,Violent Felonies,2010,Rate,1.68687,310
Bay Ridge,Violent Felonies,2009,Rate,1.58372,310
Bay Ridge,Violent Felonies,2008,Rate,2.20776,310
Bay Ridge,Violent Felonies,2007,Rate,2.18575,310
Bay Ridge,Violent Felonies,2006,Rate,2.29248,310
Bay Ridge,Violent Felonies,2005,Rate,2.32429,310
Bay Ridge,Violent Felonies,2004,Rate,2.37255,310
Bay Ridge,Violent Felonies,2003,Rate,2.53791,310
Bay Ridge,Violent Felonies,2002,Rate,2.51342,310
Bay Ridge,Violent Felonies,2001,Rate,3.16626,310
Bay Ridge,Violent Felonies,2000,Rate,3.80278,310
Bay Ridge,Violent Felonies,2015,Rate,1.9,310
Bensonhurst,Violent Felonies,2015,Rate,2.1,311
Bensonhurst,Violent Felonies,2013,Rate,2.29648,311
Bensonhurst,Violent Felonies,2012,Rate,2.15922,311
Bensonhurst,Violent Felonies,2011,Rate,1.92024,311
Bensonhurst,Violent Felonies,2010,Rate,1.82438,311
Bensonhurst,Violent Felonies,2009,Rate,2.25236,311
Bensonhurst,Violent Felonies,2008,Rate,2.3869,311
Bensonhurst,Violent Felonies,2007,Rate,2.18172,311
Bensonhurst,Violent Felonies,2006,Rate,2.39414,311
Bensonhurst,Violent Felonies,2005,Rate,2.46347,311
Bensonhurst,Violent Felonies,2004,Rate,2.95837,311
Bensonhurst,Violent Felonies,2003,Rate,2.33546,311
Bensonhurst,Violent Felonies,2002,Rate,2.74794,311
Bensonhurst,Violent Felonies,2001,Rate,2.91642,311
Bensonhurst,Violent Felonies,2000,Rate,3.67167,311
Bensonhurst,Violent Felonies,2014,Rate,1.9772,311
Borough Park,Violent Felonies,2014,Rate,1.6117,312
Borough Park,Violent Felonies,2013,Rate,1.84784,312
Borough Park,Violent Felonies,2012,Rate,2.18045,312
Borough Park,Violent Felonies,2011,Rate,2.2272,312
Borough Park,Violent Felonies,2010,Rate,1.87582,312
Borough Park,Violent Felonies,2009,Rate,2.27932,312
Borough Park,Violent Felonies,2008,Rate,2.27257,312
Borough Park,Violent Felonies,2007,Rate,2.08288,312
Borough Park,Violent Felonies,2006,Rate,2.47574,312
Borough Park,Violent Felonies,2005,Rate,2.91862,312
Borough Park,Violent Felonies,2004,Rate,2.34266,312
Borough Park,Violent Felonies,2003,Rate,2.20486,312
Borough Park,Violent Felonies,2002,Rate,2.45885,312
Borough Park,Violent Felonies,2001,Rate,2.82632,312
Borough Park,Violent Felonies,2000,Rate,3.14516,312
Borough Park,Violent Felonies,2015,Rate,2,312
Coney Island,Violent Felonies,2015,Rate,5,313
Coney Island,Violent Felonies,2013,Rate,6.13735,313
Coney Island,Violent Felonies,2012,Rate,5.33294,313
Coney Island,Violent Felonies,2011,Rate,5.37367,313
Coney Island,Violent Felonies,2010,Rate,4.81406,313
Coney Island,Violent Felonies,2009,Rate,4.24984,313
Coney Island,Violent Felonies,2008,Rate,5.75381,313
Coney Island,Violent Felonies,2007,Rate,5.47546,313
Coney Island,Violent Felonies,2006,Rate,6.17242,313
Coney Island,Violent Felonies,2005,Rate,6.05972,313
Coney Island,Violent Felonies,2004,Rate,5.57604,313
Coney Island,Violent Felonies,2003,Rate,6.90728,313
Coney Island,Violent Felonies,2002,Rate,7.18997,313
Coney Island,Violent Felonies,2001,Rate,7.68941,313
Coney Island,Violent Felonies,2000,Rate,9.1406,313
Coney Island,Violent Felonies,2014,Rate,5.5271,313
Flatbush/Midwood,Violent Felonies,2014,Rate,3.6797,314
Flatbush/Midwood,Violent Felonies,2013,Rate,4.60195,314
Flatbush/Midwood,Violent Felonies,2012,Rate,4.57496,314
Flatbush/Midwood,Violent Felonies,2011,Rate,4.59572,314
Flatbush/Midwood,Violent Felonies,2010,Rate,4.93577,314
Flatbush/Midwood,Violent Felonies,2009,Rate,4.52547,314
Flatbush/Midwood,Violent Felonies,2008,Rate,5.2204,314
Flatbush/Midwood,Violent Felonies,2007,Rate,6.10761,314
Flatbush/Midwood,Violent Felonies,2006,Rate,6.33358,314
Flatbush/Midwood,Violent Felonies,2005,Rate,7.85653,314
Flatbush/Midwood,Violent Felonies,2004,Rate,7.86291,314
Flatbush/Midwood,Violent Felonies,2003,Rate,7.77224,314
Flatbush/Midwood,Violent Felonies,2002,Rate,8.19876,314
Flatbush/Midwood,Violent Felonies,2001,Rate,8.8267,314
Flatbush/Midwood,Violent Felonies,2000,Rate,9.8397,314
Flatbush/Midwood,Violent Felonies,2015,Rate,4,314
Sheepshead Bay,Violent Felonies,2015,Rate,2.8,315
Sheepshead Bay,Violent Felonies,2013,Rate,3.05519,315
Sheepshead Bay,Violent Felonies,2012,Rate,2.72878,315
Sheepshead Bay,Violent Felonies,2011,Rate,2.55594,315
Sheepshead Bay,Violent Felonies,2010,Rate,1.72252,315
Sheepshead Bay,Violent Felonies,2009,Rate,2.30965,315
Sheepshead Bay,Violent Felonies,2008,Rate,3.02454,315
Sheepshead Bay,Violent Felonies,2007,Rate,2.97478,315
Sheepshead Bay,Violent Felonies,2006,Rate,2.76239,315
Sheepshead Bay,Violent Felonies,2005,Rate,3.10202,315
Sheepshead Bay,Violent Felonies,2004,Rate,2.98958,315
Sheepshead Bay,Violent Felonies,2003,Rate,3.41819,315
Sheepshead Bay,Violent Felonies,2002,Rate,3.54294,315
Sheepshead Bay,Violent Felonies,2001,Rate,3.46809,315
Sheepshead Bay,Violent Felonies,2000,Rate,5.28945,315
Sheepshead Bay,Violent Felonies,2014,Rate,3.0978,315
Brownsville,Violent Felonies,2014,Rate,8.7338,316
Brownsville,Violent Felonies,2013,Rate,9.36646,316
Brownsville,Violent Felonies,2012,Rate,10.03383,316
Brownsville,Violent Felonies,2011,Rate,9.72207,316
Brownsville,Violent Felonies,2010,Rate,13.11468,316
Brownsville,Violent Felonies,2009,Rate,9.87398,316
Brownsville,Violent Felonies,2008,Rate,10.36986,316
Brownsville,Violent Felonies,2007,Rate,9.76805,316
Brownsville,Violent Felonies,2006,Rate,10.49292,316
Brownsville,Violent Felonies,2005,Rate,10.67161,316
Brownsville,Violent Felonies,2004,Rate,10.2847,316
Brownsville,Violent Felonies,2003,Rate,14.01404,316
Brownsville,Violent Felonies,2002,Rate,15.68963,316
Brownsville,Violent Felonies,2001,Rate,16.08802,316
Brownsville,Violent Felonies,2000,Rate,17.34179,316
Brownsville,Violent Felonies,2015,Rate,8,316
East Flatbush,Violent Felonies,2015,Rate,6.9,317
East Flatbush,Violent Felonies,2013,Rate,8.1505,317
East Flatbush,Violent Felonies,2012,Rate,8.02991,317
East Flatbush,Violent Felonies,2011,Rate,9.19451,317
East Flatbush,Violent Felonies,2010,Rate,5.91941,317
East Flatbush,Violent Felonies,2009,Rate,6.11849,317
East Flatbush,Violent Felonies,2008,Rate,6.42103,317
East Flatbush,Violent Felonies,2007,Rate,6.56105,317
East Flatbush,Violent Felonies,2006,Rate,7.00183,317
East Flatbush,Violent Felonies,2005,Rate,7.44114,317
East Flatbush,Violent Felonies,2004,Rate,7.41325,317
East Flatbush,Violent Felonies,2003,Rate,7.32415,317
East Flatbush,Violent Felonies,2002,Rate,8.50663,317
East Flatbush,Violent Felonies,2001,Rate,9.06168,317
East Flatbush,Violent Felonies,2000,Rate,10.52771,317
East Flatbush,Violent Felonies,2014,Rate,8.1294,317
Canarsie,Violent Felonies,2014,Rate,3.9881,318
Canarsie,Violent Felonies,2013,Rate,4.17324,318
Canarsie,Violent Felonies,2012,Rate,4.57979,318
Canarsie,Violent Felonies,2011,Rate,4.34433,318
Canarsie,Violent Felonies,2010,Rate,4.06628,318
Canarsie,Violent Felonies,2009,Rate,3.90739,318
Canarsie,Violent Felonies,2008,Rate,4.16049,318
Canarsie,Violent Felonies,2007,Rate,3.78483,318
Canarsie,Violent Felonies,2006,Rate,4.62854,318
Canarsie,Violent Felonies,2005,Rate,5.14318,318
Canarsie,Violent Felonies,2004,Rate,5.24424,318
Canarsie,Violent Felonies,2003,Rate,6.03125,318
Canarsie,Violent Felonies,2002,Rate,5.51237,318
Canarsie,Violent Felonies,2001,Rate,5.81548,318
Canarsie,Violent Felonies,2000,Rate,7.16146,318
Canarsie,Violent Felonies,2015,Rate,3.7,318
Queens,Violent Felonies,2000,Rate,5.28847,36081
Queens,Violent Felonies,2001,Rate,4.72733,36081
Queens,Violent Felonies,2002,Rate,4.46492,36081
Queens,Violent Felonies,2003,Rate,4.07154,36081
Queens,Violent Felonies,2004,Rate,3.87058,36081
Queens,Violent Felonies,2005,Rate,3.87074,36081
Queens,Violent Felonies,2006,Rate,3.76734,36081
Queens,Violent Felonies,2007,Rate,3.52106,36081
Queens,Violent Felonies,2008,Rate,3.51765,36081
Queens,Violent Felonies,2009,Rate,3.26005,36081
Queens,Violent Felonies,2010,Rate,3.43444,36081
Queens,Violent Felonies,2011,Rate,3.63281,36081
Queens,Violent Felonies,2012,Rate,3.72409,36081
Queens,Violent Felonies,2013,Rate,3.63169,36081
Queens,Violent Felonies,2014,Rate,3.27105,36081
Queens,Violent Felonies,2015,Rate,3.24178,36081
Queens,Violent Felonies,2016,Rate,3.11352,36081
Queens,Violent Felonies,2017,Rate,,36081
Queens,Non-Violent Felonies,2000,Rate,19.27263,36081
Queens,Non-Violent Felonies,2001,Rate,17.41741,36081
Queens,Non-Violent Felonies,2002,Rate,16.67864,36081
Queens,Non-Violent Felonies,2003,Rate,14.78977,36081
Queens,Non-Violent Felonies,2004,Rate,15.03827,36081
Queens,Non-Violent Felonies,2005,Rate,14.64787,36081
Queens,Non-Violent Felonies,2006,Rate,14.09824,36081
Queens,Non-Violent Felonies,2007,Rate,13.24472,36081
Queens,Non-Violent Felonies,2008,Rate,12.54684,36081
Queens,Non-Violent Felonies,2009,Rate,11.51206,36081
Queens,Non-Violent Felonies,2010,Rate,11.77165,36081
Queens,Non-Violent Felonies,2011,Rate,11.70631,36081
Queens,Non-Violent Felonies,2012,Rate,12.05929,36081
Queens,Non-Violent Felonies,2013,Rate,12.13409,36081
Queens,Non-Violent Felonies,2014,Rate,11.77086,36081
Queens,Non-Violent Felonies,2015,Rate,11.15833,36081
Queens,Non-Violent Felonies,2016,Rate,11.13305,36081
Queens,Non-Violent Felonies,2017,Rate,,36081
Queens,Misdemeanors,2000,Rate,36.07776,36081
Queens,Misdemeanors,2001,Rate,34.37729,36081
Queens,Misdemeanors,2002,Rate,32.73961,36081
Queens,Misdemeanors,2003,Rate,30.31337,36081
Queens,Misdemeanors,2004,Rate,28.98565,36081
Queens,Misdemeanors,2005,Rate,28.88271,36081
Queens,Misdemeanors,2006,Rate,29.82695,36081
Queens,Misdemeanors,2007,Rate,30.91522,36081
Queens,Misdemeanors,2008,Rate,30.48573,36081
Queens,Misdemeanors,2009,Rate,29.78569,36081
Queens,Misdemeanors,2010,Rate,31.29184,36081
Queens,Misdemeanors,2011,Rate,31.10664,36081
Queens,Misdemeanors,2012,Rate,29.26296,36081
Queens,Misdemeanors,2013,Rate,29.4616,36081
Queens,Misdemeanors,2014,Rate,28.54823,36081
Queens,Misdemeanors,2015,Rate,25.79826,36081
Queens,Misdemeanors,2016,Rate,24.55965,36081
Queens,Misdemeanors,2017,Rate,,36081
Queens,Violent Felonies,2000,Number,11790,36081
Queens,Violent Felonies,2001,Number,10539,36081
Queens,Violent Felonies,2002,Number,9954,36081
Queens,Violent Felonies,2003,Number,9077,36081
Queens,Violent Felonies,2004,Number,8629,36081
Queens,Violent Felonies,2005,Number,8575,36081
Queens,Violent Felonies,2006,Number,8496,36081
Queens,Violent Felonies,2007,Number,7994,36081
Queens,Violent Felonies,2008,Number,8066,36081
Queens,Violent Felonies,2009,Number,7520,36081
Queens,Violent Felonies,2010,Number,7672,36081
Queens,Violent Felonies,2011,Number,8166,36081
Queens,Violent Felonies,2012,Number,8464,36081
Queens,Violent Felonies,2013,Number,8339,36081
Queens,Violent Felonies,2014,Number,7594,36081
Queens,Violent Felonies,2015,Number,7583,36081
Queens,Violent Felonies,2016,Number,7264,36081
Queens,Violent Felonies,2017,Number,7020,36081
Queens,Non-Violent Felonies,2000,Number,42966,36081
Queens,Non-Violent Felonies,2001,Number,38830,36081
Queens,Non-Violent Felonies,2002,Number,37183,36081
Queens,Non-Violent Felonies,2003,Number,32972,36081
Queens,Non-Violent Felonies,2004,Number,33526,36081
Queens,Non-Violent Felonies,2005,Number,32450,36081
Queens,Non-Violent Felonies,2006,Number,31794,36081
Queens,Non-Violent Felonies,2007,Number,30070,36081
Queens,Non-Violent Felonies,2008,Number,28770,36081
Queens,Non-Violent Felonies,2009,Number,26555,36081
Queens,Non-Violent Felonies,2010,Number,26296,36081
Queens,Non-Violent Felonies,2011,Number,26314,36081
Queens,Non-Violent Felonies,2012,Number,27408,36081
Queens,Non-Violent Felonies,2013,Number,27862,36081
Queens,Non-Violent Felonies,2014,Number,27327,36081
Queens,Non-Violent Felonies,2015,Number,26101,36081
Queens,Non-Violent Felonies,2016,Number,25974,36081
Queens,Non-Violent Felonies,2017,Number,23759,36081
Queens,Misdemeanors,2000,Number,80431,36081
Queens,Misdemeanors,2001,Number,76640,36081
Queens,Misdemeanors,2002,Number,72989,36081
Queens,Misdemeanors,2003,Number,67580,36081
Queens,Misdemeanors,2004,Number,64620,36081
Queens,Misdemeanors,2005,Number,63985,36081
Queens,Misdemeanors,2006,Number,67265,36081
Queens,Misdemeanors,2007,Number,70188,36081
Queens,Misdemeanors,2008,Number,69904,36081
Queens,Misdemeanors,2009,Number,68707,36081
Queens,Misdemeanors,2010,Number,69901,36081
Queens,Misdemeanors,2011,Number,69923,36081
Queens,Misdemeanors,2012,Number,66508,36081
Queens,Misdemeanors,2013,Number,67649,36081
Queens,Misdemeanors,2014,Number,66277,36081
Queens,Misdemeanors,2015,Number,60346,36081
Queens,Misdemeanors,2016,Number,57299,36081
Queens,Misdemeanors,2017,Number,55151,36081
Astoria,Violent Felonies,2014,Rate,2.9269,401
Astoria,Violent Felonies,2013,Rate,3.56288,401
Astoria,Violent Felonies,2012,Rate,4.37483,401
Astoria,Violent Felonies,2011,Rate,4.16632,401
Astoria,Violent Felonies,2010,Rate,3.34894,401
Astoria,Violent Felonies,2009,Rate,3.44683,401
Astoria,Violent Felonies,2008,Rate,3.43456,401
Astoria,Violent Felonies,2007,Rate,3.70787,401
Astoria,Violent Felonies,2006,Rate,4.00532,401
Astoria,Violent Felonies,2005,Rate,3.94201,401
Astoria,Violent Felonies,2004,Rate,4.17568,401
Astoria,Violent Felonies,2003,Rate,3.93902,401
Astoria,Violent Felonies,2002,Rate,4.47401,401
Astoria,Violent Felonies,2001,Rate,4.78648,401
Astoria,Violent Felonies,2000,Rate,4.79595,401
Astoria,Violent Felonies,2015,Rate,3.1,401
Sunnyside/Woodside,Violent Felonies,2015,Rate,2,402
Sunnyside/Woodside,Violent Felonies,2013,Rate,2.4929,402
Sunnyside/Woodside,Violent Felonies,2012,Rate,2.52139,402
Sunnyside/Woodside,Violent Felonies,2011,Rate,2.22207,402
Sunnyside/Woodside,Violent Felonies,2010,Rate,3.03887,402
Sunnyside/Woodside,Violent Felonies,2009,Rate,2.10669,402
Sunnyside/Woodside,Violent Felonies,2008,Rate,2.52139,402
Sunnyside/Woodside,Violent Felonies,2007,Rate,2.53705,402
Sunnyside/Woodside,Violent Felonies,2006,Rate,2.7667,402
Sunnyside/Woodside,Violent Felonies,2005,Rate,3.08218,402
Sunnyside/Woodside,Violent Felonies,2004,Rate,3.09658,402
Sunnyside/Woodside,Violent Felonies,2003,Rate,4.4032,402
Sunnyside/Woodside,Violent Felonies,2002,Rate,5.1401,402
Sunnyside/Woodside,Violent Felonies,2001,Rate,4.34862,402
Sunnyside/Woodside,Violent Felonies,2000,Rate,6.11354,402
Sunnyside/Woodside,Violent Felonies,2014,Rate,2.2851,402
Jackson Heights,Violent Felonies,2013,Rate,4.10034,403
Jackson Heights,Violent Felonies,2012,Rate,3.96682,403
Jackson Heights,Violent Felonies,2011,Rate,4.05026,403
Jackson Heights,Violent Felonies,2010,Rate,4.1148,403
Jackson Heights,Violent Felonies,2009,Rate,3.82114,403
Jackson Heights,Violent Felonies,2008,Rate,3.70189,403
Jackson Heights,Violent Felonies,2007,Rate,3.53023,403
Jackson Heights,Violent Felonies,2006,Rate,4.35973,403
Jackson Heights,Violent Felonies,2005,Rate,4.25934,403
Jackson Heights,Violent Felonies,2004,Rate,4.24277,403
Jackson Heights,Violent Felonies,2003,Rate,4.12815,403
Jackson Heights,Violent Felonies,2002,Rate,5.1454,403
Jackson Heights,Violent Felonies,2001,Rate,4.67226,403
Jackson Heights,Violent Felonies,2000,Rate,5.44112,403
Jackson Heights,Violent Felonies,2015,Rate,4,403
Jackson Heights,Violent Felonies,2014,Rate,3.9868,403
Elmhurst/Corona,Violent Felonies,2015,Rate,4.6,404
Elmhurst/Corona,Violent Felonies,2013,Rate,4.77271,404
Elmhurst/Corona,Violent Felonies,2012,Rate,4.8225,404
Elmhurst/Corona,Violent Felonies,2011,Rate,4.52571,404
Elmhurst/Corona,Violent Felonies,2010,Rate,3.7486,404
Elmhurst/Corona,Violent Felonies,2009,Rate,4.153,404
Elmhurst/Corona,Violent Felonies,2008,Rate,4.78362,404
Elmhurst/Corona,Violent Felonies,2007,Rate,4.79377,404
Elmhurst/Corona,Violent Felonies,2006,Rate,5.18064,404
Elmhurst/Corona,Violent Felonies,2005,Rate,5.50846,404
Elmhurst/Corona,Violent Felonies,2004,Rate,5.71646,404
Elmhurst/Corona,Violent Felonies,2003,Rate,5.36511,404
Elmhurst/Corona,Violent Felonies,2002,Rate,5.67049,404
Elmhurst/Corona,Violent Felonies,2001,Rate,6.02377,404
Elmhurst/Corona,Violent Felonies,2000,Rate,6.05371,404
Elmhurst/Corona,Violent Felonies,2014,Rate,3.8839,404
Ridgewood/Glendale,Violent Felonies,2013,Rate,3.13449,405
Ridgewood/Glendale,Violent Felonies,2012,Rate,3.3536,405
Ridgewood/Glendale,Violent Felonies,2011,Rate,3.04574,405
Ridgewood/Glendale,Violent Felonies,2010,Rate,3.03209,405
Ridgewood/Glendale,Violent Felonies,2009,Rate,2.54293,405
Ridgewood/Glendale,Violent Felonies,2008,Rate,2.8123,405
Ridgewood/Glendale,Violent Felonies,2007,Rate,2.52678,405
Ridgewood/Glendale,Violent Felonies,2006,Rate,2.69792,405
Ridgewood/Glendale,Violent Felonies,2005,Rate,2.94579,405
